salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block
128302.19739753571,0.0,78,2,15,1,800000,10,345265.4503296948,1,1
76359.24402487226,0.0,41,4,9,0,900000,22,415674.4172127612,0,1
26047.154364605674,67329.9340878272,50,4,15,4,500000,19,213988.4923843271,0,1
40447.74268996621,41484.62187893568,51,2,13,8,100000,3,158835.18244991527,0,1
90386.47375131323,0.0,45,0,7,8,100000,25,247126.8426409776,0,1
134645.91392005445,0.0,51,0,1,3,0,10,275033.98244312283,0,1
34604.29973743784,72477.3826326122,51,2,17,4,500000,16,493915.5788531525,0,1
131799.74668512307,0.0,37,3,11,8,100000,1,137905.44582524122,1,1
89205.97127314204,0.0,42,2,18,8,100000,30,163644.11986551128,0,1
26884.06821710907,65634.47948250048,65,3,13,2,700000,2,67227.55168165901,1,1
22496.219685309774,21006.443845874113,75,1,3,7,200000,9,168080.7110009424,1,1
62260.36566817073,64550.46059156681,68,3,18,0,900000,8,316917.9867151282,1,1
133067.3049289027,0.0,48,1,10,0,900000,26,29877.61776603074,0,1
43306.38497439343,22810.372170955445,59,3,20,3,600000,19,75570.95430024365,0,1
107892.61838087866,0.0,30,0,15,5,0,10,318316.2836696795,1,1
84059.70359759794,0.0,35,3,19,5,400000,23,149473.37186897482,1,1
116422.98383666409,0.0,23,4,16,4,0,8,305741.7828488401,1,1
105342.239447052,0.0,73,1,4,0,900000,15,15837.29655700399,1,1
47179.850583709514,69565.90498821426,77,2,17,8,100000,27,85314.53557041836,1,1
79817.86802732872,0.0,24,1,8,6,300000,26,277342.1655566678,1,1
117682.33031409467,0.0,37,4,13,5,400000,8,237214.95779711375,1,1
102583.33391847541,0.0,49,2,14,1,800000,2,151718.72974689153,0,1
107135.51074877525,0.0,67,4,14,2,0,21,48216.1169426086,1,1
78882.19176446654,0.0,80,1,12,1,0,12,268454.5279319451,1,1
129271.71660207944,0.0,49,0,7,0,900000,11,118856.0222854784,0,1
48178.235937271915,75000.0,41,1,20,0,900000,5,492346.07497525145,0,1
122563.92184813764,0.0,57,2,1,2,700000,5,370991.4080531667,0,1
33035.16735998563,47760.57821823448,80,4,2,8,100000,21,486110.09985216666,1,1
30105.390320346964,15904.461524273473,58,1,3,2,700000,21,291984.3375322967,0,1
123953.78208764212,0.0,27,4,7,6,300000,8,205032.02129987537,1,1
53771.60486266018,75000.0,63,3,3,1,0,3,216555.09309156743,1,1
106071.08588660251,0.0,46,2,14,0,0,20,159697.1980251765,0,1
66210.14383156935,51878.151654934314,27,2,19,3,0,28,282061.1631540053,1,1
111112.89745823039,0.0,21,1,9,4,0,12,4384.614828384483,1,1
23528.818308921676,66532.21180158907,33,3,14,7,200000,12,158363.04364335808,1,1
25465.049537370953,16027.502288310745,48,3,16,7,200000,7,379142.89742154884,0,1
26591.075467554823,39371.03597715484,58,0,1,3,600000,7,379966.6206718942,0,1
89069.8761710971,0.0,34,4,18,5,400000,28,370313.506550231,1,1
72882.10067027148,58442.258865561635,39,0,13,0,0,6,398094.2419034534,1,1
95690.41252029734,0.0,53,0,13,4,500000,8,170593.53856236648,0,1
64516.245962824854,64890.33101960207,71,1,8,1,800000,7,86389.0419061776,1,1
93128.9961499093,0.0,57,3,19,5,0,21,158983.64481360032,0,1
66699.53902881558,16026.180595889493,49,3,2,0,900000,10,38908.66430011053,0,1
124126.39177754972,0.0,77,0,15,3,600000,16,255507.5067473478,1,1
30632.20231665675,58177.29348797768,22,1,15,7,200000,20,82265.37330640733,1,1
105063.76868196935,0.0,25,2,4,8,100000,10,121812.91235755547,1,1
105774.48668806914,0.0,78,2,10,6,300000,23,470702.26378282765,1,1
126933.35007576019,0.0,67,4,3,6,300000,1,178564.26495636106,1,1
38304.51193018599,16276.69192687129,74,0,17,8,100000,29,260074.27444448465,1,1
111290.86368082189,0.0,59,1,15,0,900000,22,357132.8663386792,0,1
50992.2725858641,75000.0,70,3,7,5,400000,19,495388.80916160106,1,1
124713.3416802106,0.0,28,2,2,7,200000,18,463749.9003412036,1,1
79411.53606026417,0.0,53,1,14,1,0,8,407091.24280454044,0,1
69281.32354353409,15520.201939280278,35,0,11,1,0,21,170233.58950574457,1,1
82128.90399850161,0.0,59,0,3,0,900000,27,72136.21174852275,0,1
35934.024709836835,28054.504184103786,60,4,15,1,800000,29,244930.2544781388,1,1
66610.75722458222,52809.6880671603,30,0,17,5,400000,17,270909.79317929025,1,1
68742.25895915939,66382.42697157295,42,0,12,3,0,21,53259.88991187195,0,1
129103.24877111989,0.0,62,3,16,2,0,3,361880.4326542784,1,1
60655.58946415624,33620.785257338845,45,4,16,4,500000,21,94231.90711010218,0,1
135288.34922169175,0.0,67,3,13,5,0,16,345279.24216949166,1,1
75447.59362873298,0.0,72,1,18,4,500000,3,163399.03648179083,1,1
77021.96278610265,0.0,66,2,20,6,300000,26,475746.29537969007,1,1
143515.0755464276,0.0,29,4,15,0,900000,8,391048.30732256663,1,1
142771.65219690185,0.0,44,3,3,2,700000,13,157370.1733995247,0,1
139843.37092052316,0.0,27,2,9,7,200000,20,142308.86570153295,1,1
137845.73637633005,0.0,48,0,11,5,400000,18,272462.6808384213,0,1
121948.86836955184,0.0,52,1,4,3,0,8,395702.99974313885,0,1
99321.35445439715,0.0,25,0,10,6,0,24,237502.83166223177,1,1
28676.93825976172,44941.2128939636,53,2,5,8,100000,6,381932.06410690304,0,1
42242.21897257927,75000.0,34,2,17,4,0,9,99560.83401452674,1,1
97880.92898937076,0.0,56,1,6,5,0,19,18243.710839222596,0,1
48197.2785622163,53150.77827700919,59,0,16,8,100000,10,240868.46408691385,0,1
84221.50767457114,0.0,33,2,20,2,700000,23,159807.99766418626,1,1
33502.70093628683,28280.33024764819,27,2,15,3,600000,2,143380.3606929627,1,1
94601.52017950905,0.0,39,1,6,7,200000,15,254046.72050435183,0,1
47789.18712871495,36964.324114420815,23,2,16,7,200000,1,422591.9989068815,1,1
94266.2421372791,0.0,32,2,18,4,500000,17,221463.8242271012,1,1
31373.255939224884,37390.46338048159,41,4,12,2,700000,17,197182.94878379672,0,1
135585.12926071454,0.0,28,2,20,5,400000,20,371747.07835115644,1,1
59940.23111257664,71349.20111806998,43,2,4,6,300000,26,454104.1207345107,0,1
95915.63912689318,0.0,34,0,19,7,200000,21,361317.1203386035,1,1
110834.69971262773,0.0,32,0,15,5,400000,14,347608.50317194953,1,1
27991.69236512708,20399.25161783595,33,4,11,7,200000,11,480150.20499396545,1,1
123759.4832135632,0.0,37,4,16,3,0,9,276116.1033522485,1,1
111096.72614252026,0.0,40,3,12,8,100000,26,359777.513853554,0,1
64717.68566224485,67663.2018254528,29,2,2,4,0,3,177511.99638564134,1,1
109789.01536441928,0.0,28,0,20,3,600000,22,452316.1345461472,1,1
108491.77733094209,0.0,28,0,18,2,700000,30,438177.882028064,1,1
28765.53349813541,67231.95872346166,61,4,8,8,100000,28,473306.4079061981,1,1
72865.07876594357,46873.72244718689,80,2,2,0,900000,20,58035.95040417772,1,1
130006.65470373632,0.0,49,2,7,1,800000,24,230135.04774038997,0,1
117394.75880854874,0.0,32,4,13,6,300000,3,195484.9245193286,1,1
68726.1940505654,43008.856437629176,37,2,10,0,900000,12,350335.47890953196,1,1
111405.68750260487,0.0,39,0,10,5,400000,8,480699.67569616984,1,1
137576.45827363405,0.0,68,4,7,3,600000,20,437209.2164666014,1,1
27877.331619283934,51308.07746264065,52,1,19,8,100000,11,426697.83061934775,0,1
27813.182964941865,19760.55880952166,46,3,19,0,900000,22,398910.5743044746,0,1
65479.90462867914,15403.826678807573,23,0,16,0,900000,6,383310.8274802551,1,1
132096.41058686486,0.0,78,3,13,1,0,22,436207.44716330286,1,1
36638.14873403069,75000.0,73,0,1,4,500000,24,276596.77312386106,1,1
113040.41128512051,0.0,27,0,14,0,900000,3,52853.76733105213,1,1
72896.44106151946,27340.020691847072,33,0,5,8,100000,8,405910.77273310046,1,1
39693.95837184614,59679.72286474857,34,3,10,4,500000,19,444272.80958026065,1,1
107936.01006976303,0.0,70,4,11,6,300000,10,190305.86222844574,1,1
124460.7903184347,0.0,78,0,18,6,300000,18,264493.77525983535,1,1
69211.48734993902,49767.277508153755,73,1,2,4,500000,20,301254.9645592471,1,1
134330.48791643625,0.0,41,2,1,3,0,24,55703.23115144618,0,1
138346.49997836424,0.0,55,2,10,6,300000,21,184442.96234425364,0,1
80309.06751855479,0.0,73,2,7,5,400000,2,282053.79299255117,1,1
73862.81670066748,21773.22457717696,41,1,13,3,600000,21,471340.56250829727,0,1
116535.23201954008,0.0,43,1,5,8,100000,30,440425.5689719342,0,1
125432.14549192629,0.0,23,0,14,2,0,8,35361.25675031787,1,1
140150.97172650695,0.0,78,3,16,0,900000,18,205691.4144311626,1,1
110790.46547025867,0.0,47,1,4,1,800000,8,94696.54433044343,0,1
71565.94299311048,52252.02547113325,64,1,10,1,0,28,326975.67739715247,1,1
29998.88027105405,73878.2865482807,61,2,19,1,0,30,17019.359407779062,1,1
141525.84520419763,0.0,77,4,19,0,900000,28,156225.3068172767,1,1
30757.168908983753,22429.872507142107,34,4,13,8,100000,25,365849.44333394006,1,1
49589.37084574201,16341.73013441392,58,4,20,6,300000,11,14131.308934978004,0,1
107757.05883178665,0.0,62,3,3,4,0,23,35649.56161518233,1,1
66078.24829200034,16797.52893234582,80,2,15,5,400000,4,64792.64512055228,1,1
33141.30757641036,55380.054681177826,41,3,1,4,500000,25,41157.07869914869,0,1
38784.14088755444,32404.30728910654,52,1,3,2,700000,14,151042.8148811395,0,1
80463.72788521062,0.0,28,2,1,6,300000,20,191455.3466571903,1,1
98489.76505492581,0.0,39,2,20,3,600000,6,483046.10436364653,1,1
51633.79420364664,38440.37409738015,72,3,12,1,0,7,298197.1876377534,1,1
77411.66777834213,0.0,38,0,14,7,200000,10,125917.5899797691,1,1
82824.76011678595,0.0,45,4,17,6,300000,26,480307.7146221271,0,1
52089.21036395184,59215.75364436097,30,4,2,6,300000,11,483663.57181215414,1,1
93872.53859960318,0.0,49,2,13,7,200000,19,349424.12830777594,0,1
31116.731521446956,72317.8421436073,66,1,12,4,500000,26,101436.30393597666,1,1
125949.44445964278,0.0,27,0,11,1,0,6,464224.917080513,1,1
80684.25023509486,0.0,71,3,6,2,700000,14,192835.68949731803,1,1
47471.054429295466,30820.67783752496,65,0,19,1,0,18,94871.0036727082,1,1
96754.77934061603,0.0,59,3,19,1,800000,28,229831.97673804208,0,1
107402.45528387437,0.0,40,0,8,4,500000,12,343575.80785115046,0,1
103504.3750243776,0.0,64,1,18,2,700000,5,93395.37917565816,1,1
45220.71844375647,38363.242723752955,55,4,16,6,300000,14,350398.13729147933,0,1
48626.15532803843,31706.311297311935,70,3,19,7,200000,4,288957.0682815695,1,1
76983.95550450418,0.0,33,3,4,3,600000,2,227622.4879140146,1,1
51618.16484795669,71199.77640433713,57,2,20,6,300000,5,389108.42863132333,0,1
147736.1985537891,0.0,38,2,19,4,0,17,496931.83824919537,1,1
149703.0406612553,0.0,75,1,5,3,600000,11,411928.0728701911,1,1
73508.846670051,44484.70949380232,60,0,13,8,100000,23,470495.2973096825,1,1
115007.41073696116,0.0,49,2,3,8,100000,14,408729.76632108656,0,1
129557.26643366324,0.0,71,2,2,0,900000,26,423269.47181948426,1,1
76015.83782016112,0.0,64,1,10,2,0,29,133664.9798392345,1,1
70427.04437727909,33034.976709210685,64,1,14,1,0,1,105146.32997344762,1,1
34643.502842846974,74282.87888952624,64,1,16,1,800000,3,367913.26889189624,1,1
37887.33332275482,75000.0,29,0,17,0,900000,6,223649.3356359474,1,1
30333.002841482517,17244.941389851207,68,0,19,6,300000,14,158327.7650802399,1,1
120984.607468059,0.0,64,0,10,3,600000,17,91716.67239718657,1,1
71293.32816362011,27602.709415343248,60,4,3,8,100000,1,495270.68691161874,1,1
118011.59096135548,0.0,69,0,1,1,800000,7,19923.920623665632,1,1
75100.56390161136,63252.40529642466,25,4,18,2,700000,10,42143.02229879506,1,1
103814.78664697253,0.0,62,0,10,6,300000,28,114868.98028884732,1,1
106581.01887626943,0.0,62,1,4,0,0,23,3267.771181359436,1,1
67209.093187635,66509.24902969497,75,2,4,0,900000,14,134591.5364658944,1,1
85402.01387104388,0.0,56,1,12,2,700000,4,450721.1001633512,0,1
22385.549759626032,13726.841783860393,43,3,5,2,0,28,21840.334636235737,0,1
62382.8467339616,72575.6126895639,57,2,4,8,100000,2,87495.24384236186,0,1
130569.76431891973,0.0,40,0,18,7,200000,7,150516.12277952558,0,1
149018.11924314304,0.0,69,1,18,3,600000,30,209527.95740444437,1,1
21389.146427933247,59912.11576995744,74,2,4,3,600000,8,207222.646735514,1,1
130747.45414997645,0.0,45,2,15,1,800000,17,71399.1078728059,0,1
50007.37834477255,29938.238496480273,40,3,11,5,400000,8,37004.269025606474,0,1
71956.43172856813,50436.21247758744,69,1,15,4,500000,28,63316.02568757665,1,1
63888.93486808351,16231.374505717533,35,2,13,8,100000,10,127581.92264282746,1,1
79105.4819715254,0.0,71,1,4,0,900000,25,492730.4688988958,1,1
94736.95221122043,0.0,36,0,1,1,800000,21,217142.6251088987,1,1
79078.63861101234,0.0,30,4,14,6,300000,13,345440.6963647777,1,1
23931.845252437095,55966.64798571387,35,2,16,6,300000,16,31797.07835466894,1,1
125354.81100340233,0.0,70,0,13,5,400000,26,240528.51839354797,1,1
47777.80598209646,75000.0,69,2,2,7,200000,25,294906.83204662404,1,1
114969.46915779998,0.0,68,1,19,6,300000,27,494358.79179649235,1,1
97710.16735404044,0.0,66,2,19,2,700000,7,413728.05777866894,1,1
26341.109802775158,55406.72790587968,22,4,16,0,900000,20,95951.3206385063,1,1
97408.19311687414,0.0,78,1,4,8,100000,3,183159.9067302615,1,1
41590.50272555206,75000.0,70,3,11,2,0,18,344848.4314392511,1,1
108288.99227947486,0.0,28,1,1,6,300000,25,479800.9226481456,1,1
93052.28056140868,0.0,79,3,5,5,400000,8,175105.3080527548,1,1
114174.48377543098,0.0,41,3,1,4,500000,23,36223.23497710458,0,1
145929.9093147717,0.0,76,3,16,6,300000,13,47340.84493604569,1,1
30590.841939087833,72991.36214522674,37,0,11,4,0,3,169283.60641742422,1,1
147914.81401907117,0.0,76,3,1,6,300000,6,302751.6114849493,1,1
92221.21770153995,0.0,79,4,9,4,500000,4,24093.781093712067,1,1
59531.77837520602,59617.15879722476,58,3,7,1,800000,6,323044.10437134,0,1
54293.89672470796,57832.39974307691,44,1,12,6,300000,15,24273.17185940345,0,1
32630.05464397664,60715.90405762585,71,4,14,3,600000,27,190909.46863565763,1,1
57934.13807136482,40194.35865203019,74,0,17,8,100000,22,488496.28365204606,1,1
45644.85874906951,13600.239318163933,25,3,7,2,0,9,163440.98618748967,1,1
86644.78240783197,0.0,78,0,20,8,100000,4,211470.4810520821,1,1
93111.40919199638,0.0,26,2,18,5,0,9,187960.26314479316,1,1
97953.34086749419,0.0,64,3,2,6,300000,11,343635.53789975867,1,1
124407.73829170185,0.0,39,2,16,1,0,8,66360.48776127407,1,1
103594.29203079593,0.0,31,3,7,6,300000,25,260346.4031119826,1,1
71289.89987286292,67931.72457993428,52,4,1,2,700000,27,99046.90732600838,0,1
81545.75327582419,0.0,45,0,1,3,600000,20,226428.25400633184,0,1
54834.576315597995,72779.50964533944,25,2,1,6,300000,28,285224.1024751058,1,1
21888.608557418775,68663.62186731388,70,0,16,2,700000,20,398186.1897443975,1,1
137255.99489482626,0.0,74,2,15,4,500000,10,340221.6327189192,1,1
129201.25101125934,0.0,43,4,20,4,500000,4,242430.4054605176,0,1
144578.53129385124,0.0,61,2,7,2,700000,8,451651.07987662125,1,1
112558.64509958809,0.0,61,3,10,4,0,13,196402.9592685382,1,1
49886.10165620445,49683.109230961185,70,3,12,8,100000,6,423402.7859896247,1,1
118972.59705878983,0.0,31,2,3,3,600000,24,435353.7223641185,1,1
36267.08542361533,13871.941566231042,60,4,19,1,800000,7,246612.33983808343,1,1
46006.26700231374,40859.73111034931,56,3,5,5,0,6,387205.8673389222,0,1
119252.77387863505,0.0,30,4,6,7,200000,25,42853.836080056906,1,1
25511.659828116583,24600.21426678458,43,0,11,8,100000,22,2095.281774030363,0,1
59622.491569976184,15139.34088634253,22,2,10,7,200000,20,264559.97765661654,1,1
40191.830663265035,75000.0,71,3,1,3,600000,5,104347.03890833074,1,1
103641.01689328629,0.0,68,4,20,0,900000,2,329787.4955482235,1,1
91199.5140236461,0.0,50,1,7,0,900000,22,54476.142840762615,0,1
85725.37064449713,0.0,59,0,10,1,0,16,101357.69835560369,0,1
59453.54424518114,13391.229886984864,51,1,16,5,400000,1,335933.619702249,0,1
112893.47870591593,0.0,26,2,8,7,200000,10,130664.65802605927,1,1
107122.98107971578,0.0,47,0,4,0,900000,5,335462.26911939675,0,1
32577.417327855714,71094.04022949988,31,0,13,6,300000,9,414179.28844555793,1,1
114897.26672592202,0.0,80,1,4,6,300000,16,396420.55431826017,1,1
107845.01106048915,0.0,73,1,16,7,200000,14,220592.11925164945,1,1
115618.72516192327,0.0,66,4,8,5,400000,23,352053.0478323516,1,1
69954.11149814683,72922.06200221983,55,4,2,0,0,6,251092.73436758097,0,1
56025.48325638804,48483.26590546207,55,3,13,3,600000,15,402164.3738947447,0,1
34357.920129364975,41006.42341938839,55,4,1,1,0,20,322022.1711161861,0,1
126565.16399177849,0.0,74,3,11,8,100000,20,233784.31162499634,1,1
63503.22885102305,71773.87536609902,71,2,18,8,100000,4,23997.57258890398,1,1
43201.54301007227,75000.0,45,1,15,3,0,4,378148.54967459844,0,1
96436.40864704299,0.0,52,1,16,0,900000,2,280714.97931648913,0,1
109946.98895144227,0.0,31,1,4,6,300000,20,443971.678341957,1,1
55599.43041280115,75000.0,38,3,5,2,700000,23,443754.2433331852,1,1
47416.84543062525,25783.691141122385,65,2,12,2,0,21,488212.5486729064,1,1
95823.9132066055,0.0,79,3,18,4,0,14,401151.41383599513,1,1
116754.45477573968,0.0,30,2,9,2,0,23,393339.78881128604,1,1
108328.3158502123,0.0,55,1,18,6,300000,26,397582.48626424297,0,1
123413.50880777357,0.0,63,2,18,0,900000,9,102881.49630522083,1,1
111402.21625826648,0.0,43,4,18,3,0,7,147227.3294299915,0,1
68948.23099618882,42706.82886566717,54,2,5,2,700000,9,5559.177507498944,0,1
101363.6933073478,0.0,74,2,16,8,100000,26,350434.48562241206,1,1
90238.49450482402,0.0,45,0,12,3,0,22,170908.06827803413,0,1
128167.87109816319,0.0,61,0,4,5,400000,29,319945.90398676594,1,1
124344.33970191838,0.0,27,3,9,8,100000,1,451106.479923414,1,1
137487.23730517476,0.0,32,2,17,1,0,6,487109.52979232307,1,1
48428.3046675863,61595.91823352492,74,0,7,8,100000,29,487704.2130221143,1,1
62495.483504124466,16418.509729803096,23,1,9,8,100000,27,115555.80479410547,1,1
89535.84418030689,0.0,61,4,3,0,0,3,176665.24381694657,1,1
140186.39503694698,0.0,44,3,1,7,200000,8,64631.48553935823,0,1
106760.65349725055,0.0,78,2,1,8,100000,5,59664.49099024459,1,1
116397.03760493058,0.0,77,2,7,6,300000,28,253089.92712153,1,1
122830.95013797155,0.0,74,0,18,7,200000,3,143634.8430768699,1,1
36221.66886084461,59367.72247841464,26,2,20,1,0,11,246007.61278335986,1,1
144459.5824226687,0.0,30,0,11,3,0,23,373686.966264388,1,1
81058.95067770881,0.0,42,2,16,8,100000,21,300946.17954136647,0,1
134977.00778588932,0.0,24,0,1,8,100000,27,291379.9384861458,1,1
150000.0,0.0,50,1,12,6,300000,25,293439.03296914016,0,1
22543.569585824873,28123.29763943322,72,4,6,8,100000,6,88160.54734276843,1,1
49204.28243227796,46427.68217095598,25,2,12,3,600000,7,260427.86238419823,1,1
33069.023299319124,75000.0,60,2,9,8,100000,13,330910.0808314103,1,1
86189.64928018468,0.0,42,2,16,7,200000,1,248033.66327672842,0,1
44753.33436356018,37139.448328505714,65,0,8,6,300000,24,54106.05185620312,1,1
36668.33074424167,54303.167739241195,29,4,2,2,700000,9,463503.1784820275,1,1
125912.90395423357,0.0,80,0,7,7,200000,16,436855.7312973521,1,1
43347.140638241755,58964.79740241095,36,1,11,7,200000,3,114104.84371610594,1,1
38448.49782853369,17199.306469886556,50,4,20,0,0,18,255634.29359770505,0,1
120548.44128645494,0.0,62,3,17,6,300000,2,347326.5817075874,1,1
125666.95698361668,0.0,78,4,4,6,300000,16,380507.4949424464,1,1
21199.222554866177,65534.098331169684,20,4,17,1,800000,13,324809.38766391855,1,1
130921.39362640012,0.0,47,4,12,4,0,13,378035.0638679,0,1
54159.13137142912,32479.343703408773,42,3,5,1,0,15,392694.88384296215,0,1
110100.61872037745,0.0,23,1,13,0,0,27,68464.61528483489,1,1
25619.575952864492,38402.303248895354,45,4,17,4,500000,20,33039.10196495817,0,1
87812.39007021938,0.0,32,0,20,8,100000,8,303463.4209775151,1,1
56961.654411196,40021.99719663274,62,3,13,3,600000,24,350285.71310595766,1,1
125172.02478054591,0.0,34,4,7,7,200000,19,725.3847272985192,1,1
35913.084378950305,48831.2168038991,37,4,19,4,500000,13,282452.56707396486,1,1
23598.501643902182,18082.762757297944,24,3,8,3,0,14,479459.82272949826,1,1
126139.3066684478,0.0,25,4,6,7,200000,7,447148.11983874015,1,1
45582.32125295375,65519.799917883676,75,2,7,3,600000,8,418094.00361356675,1,1
21819.876872495202,74269.74725237698,23,3,12,5,400000,29,445720.81442744564,1,1
94690.1382245795,0.0,23,4,14,7,200000,2,253220.05174179768,1,1
80102.39975657652,0.0,64,0,1,3,600000,4,162431.55360509775,1,1
99350.1283721908,0.0,43,1,16,6,300000,23,380890.60620899306,0,1
108260.74229027162,0.0,73,0,9,3,600000,28,187207.76388233012,1,1
85879.82254890863,0.0,76,4,18,5,400000,10,122641.68999498636,1,1
53863.70005324619,72720.26052970774,26,3,11,4,500000,18,279801.5044473995,1,1
95705.32369003628,0.0,61,4,6,4,500000,22,254859.78357541555,1,1
145415.66596191956,0.0,74,1,11,6,300000,19,203916.49102690775,1,1
112410.78586341275,0.0,58,3,9,7,200000,12,370198.1483454824,0,1
51486.131522753945,28936.489617100156,66,0,7,2,700000,4,27728.71180948698,1,1
53147.46479313524,21680.342189322546,61,3,10,3,600000,10,225732.9372800317,1,1
132587.50882337865,0.0,49,4,9,8,100000,23,268993.5579430529,0,1
102672.70344860635,0.0,54,2,12,7,200000,26,45010.17368647418,0,1
119740.23786781185,0.0,28,2,10,7,200000,23,458973.4240020503,1,1
50674.50757815939,10397.989126241719,43,1,14,8,100000,8,79030.36581452999,0,1
119163.52830889433,0.0,78,4,9,4,500000,18,405773.25164500205,1,1
100395.74776528239,0.0,37,4,16,3,600000,5,26967.995533662062,1,1
115266.80503893743,0.0,34,0,5,0,900000,11,205438.8847879382,1,1
31457.819983728372,65967.8219283799,29,0,9,6,300000,16,92948.69451661233,1,1
71277.22811103801,75000.0,35,0,7,7,200000,4,261861.20256994895,1,1
24319.596565214575,75000.0,54,0,9,7,200000,7,175364.00508458458,0,1
123766.70533216528,0.0,57,0,13,3,600000,2,288025.7339277461,0,1
85084.0155030788,0.0,63,4,11,0,900000,21,77542.7221398777,1,1
103155.78758498431,0.0,41,3,7,0,0,12,362626.9197042023,0,1
84573.46839925219,0.0,56,1,18,5,400000,15,134212.48620990486,0,1
58748.7559344781,29574.49292338839,43,3,1,8,100000,6,446137.8178354315,0,1
